title,artist,album,language_id,scaled_vectorized_features_str
210 - und die schweigende Grotte - Teil 17,Die drei ???,210/und die schweigende Grotte,4.0,"4.417232287573726,1.9458602952212536,-4.305435031506169,9.088584576067927,0.1949733259806658,0.0,2.603873498280637,4.307049865055966,0.5539812409984995"
210 - und die schweigende Grotte - Teil 18,Die drei ???,210/und die schweigende Grotte,4.0,"3.6300671818352566,1.825149358793136,-4.698396890313432,6.976377210903537,0.567950718664817,0.0,2.8057893753686347,5.891086163237174,0.5539812409984995"
210 - und die schweigende Grotte - Teil 19,Die drei ???,210/und die schweigende Grotte,4.0,"4.157012417908116,1.6996099849078936,-4.62622022236924,9.16982332088194,1.5653275904664465,0.0,3.1296960948639643,5.286619139407865,0.5539812409984995"
210 - und die schweigende Grotte - Teil 20,Die drei ???,210/und die schweigende Grotte,4.0,"4.046418973300232,1.9265465453927546,-5.492063698741893,7.890313090061205,1.67961035702705,0.0,1.9013745092453116,3.2909677554216974,0.5539812409984995"
210 - und die schweigende Grotte - Teil 21,Die drei ???,210/und die schweigende Grotte,4.0,"4.352177320157324,1.7237521721935172,-5.36153731073554,8.012171207282227,0.1887397205319056,0.0,1.598500693613315,3.9674839843067593,0.5539812409984995"
210 - und die schweigende Grotte - Teil 23,Die drei ???,210/und die schweigende Grotte,4.0,"3.974858509142189,1.1926240519098004,-5.598807736391156,7.301332190159596,0.32137699202496955,0.0,2.3009996826486403,4.400093078554875,0.5539812409984995"
210 - und die schweigende Grotte - Teil 24,Die drei ???,210/und die schweigende Grotte,4.0,"4.443254274540287,2.660469038875709,-6.305364773162834,9.33230081050997,0.17384832973764516,0.0,0.5468555004466604,4.235488892754705,0.5539812409984995"
210 - und die schweigende Grotte - Teil 25,Die drei ???,210/und die schweigende Grotte,4.0,"3.2137153903702806,1.5257862364514045,-6.287666279873837,8.651926322692596,0.19635857163594583,5.210146750102555E-5,1.0053728046673218,3.0596151773288316,0.5539812409984995"
211 - und der Jadekönig - Teil 01,Die drei ???,211/und der Jadekönig,4.0,"4.924661033421665,2.095541856392119,-4.584186300807874,9.54555251564676,0.5437089196974162,0.0,2.2252812287406414,2.7287677386241262,0.5539812409984995"
211 - und der Jadekönig - Teil 05,Die drei ???,211/und der Jadekönig,4.0,"3.942331025433988,1.5982127983082752,-5.349922674514635,9.494778300138002,0.42249992486041255,0.0,1.808829732246646,2.775951946968963,0.5539812409984995"
211 - und der Jadekönig - Teil 06,Die drei ???,211/und der Jadekönig,4.0,"4.4627707647652075,1.3085065508807934,-5.175150053285789,9.413539555323986,0.4848359793480145,0.0,2.5618076905539704,4.0865779026346365,0.5539812409984995"
211 - und der Jadekönig - Teil 07,Die drei ???,211/und der Jadekönig,4.0,"4.091957450491714,1.6078696732225246,-5.247326721229981,9.261216908797708,0.6787703710872202,9.807335059016573E-6,2.115910128651309,4.585447156420956,0.5539812409984995"
211 - und der Jadekönig - Teil 08,Die drei ???,211/und der Jadekönig,4.0,"4.3456718234156835,2.0231152945352484,-5.054855606712137,9.677565475969534,0.9454301597286282,0.0,1.8887547669273117,3.0929544997070018,0.5539812409984995"
211 - und der Jadekönig - Teil 09,Die drei ???,211/und der Jadekönig,4.0,"4.144001424424836,1.5692421735655269,-5.235435546051435,9.33230081050997,1.1566801221588345,0.0,2.183215421013975,2.3536306143333583,0.5539812409984995"
